Category,SoilDepthOptimal,AltitudeAbsoluteMin,RainOptimalMin,RainAbsoluteMin,SoilPHAbsoluteMax,ProductSystem,SoilDrainageOptimal,AltitudeOptimalMax,RainAbsoluteMax,RainOptimalMax,CropCycleMax,LatitudeOptimalMin,SoilSalinityOptimal,LatitudeAbsoluteMax,CropCycleMin,PlantAttributes,ClimateZone,SciName,SoilDrainageAbsolute,Photoperiod,AbioticSuscept,EcocropHabit,LatitudeAbsoluteMin,TemperatureAbsoluteMax,TemperatureAbsoluteMin,KillingTempEarlyGrowth,LightIntensityAbsoluteMax,LightIntensityAbsoluteMin,SoilTextureOptimal,SoilToxicityOptimal,SoilSalinityAbsolute,LatitudeOptimalMax,SoilTextureAbsolute,SoilPHOptimalMax,KillingTempRest,IntroductionRisks,EcocropPhys,LightIntensityOptimalMax,SoilFertilityAbsolute,LifeForm,AltitudeAbsoluteMax,SoilPHOptimaMin,SoilPHAbsoluteMin,LifeSpan,SoilFertilityOptimal,TemperatureOptimalMin,TemperatureOptimalMax,AltitudeOptimalMin,SoilDepthAbsolute,AbioticToler,SoilToxicityAbsolute,LightIntensityOptimalMin
,,,,,,,,,,,,,,,,,,Oryza longistaminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Ornithopus roseus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ornithopus micranthus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Ornithopus sativus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Origanum vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Origanum onites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Ornithopus compressus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Origanum majorana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Orbignya oleifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Orbignya cohume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Orbignya phalerata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ononis spinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Opuntia ficus-indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Onobrychis scrobiculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Oncosperma tigillarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Olea europaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Onobrychis viciifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Olea cuspidata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Olea capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Olea africana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Oenothera biennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Oenanthe javanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Octomeles sumatrana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Ocotea usambarensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Ocimum basilicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Ocimum americanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Ochroma pyramidale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Nypa fruticans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Nymphaea alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Nuphar advena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Nuphar lutea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Nothofagus cunninghamii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Nigella sativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Nicotiana tabacum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Nicotiana rustica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Ocimum tenuiflorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Nothofagus moorei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Neptunia prostrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Nephelium mutabile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Nephelium lappaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Nepeta cataria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Neonotonia wightii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Neohouzeaua dullooa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Neoglazovia variegata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Nelumbo nucifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Nauclea orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Nauclea diderrichii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Nasturtium schlechteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Nasturtium officinale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Nardus stricta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Neofabricia myrtifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Myrsine africana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Myroxylon balsamum var. perei.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Myristica fragrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Myrciaria cauliflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Myosotis alpestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Myrtus communis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Musa textilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Muscari comosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Musa sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Myroxylon balsamum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Musa sapientum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Musa salaccensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Musanga cecropioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Musa balbisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Musa acuminata x balbisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Musa acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Murraya koenigii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Muntingia calabura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Mucuna pruriens var utilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Mucuna pruriens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Morus rubra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Musa halabanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Morus alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Moringa oleifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Morinda citrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Monstera deliciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Monocymbium ceresiiforme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Monochoria vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Monochoria hastata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Momordica cochinchinensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Momordica charantia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Molinia caerulea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Mimosa scabrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Mimosa pudica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Morus nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Mimosa pigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mimosa dutrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Millettia thonningii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Mirabilis expansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Miliusa velutina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Mikania cordata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Microstegium ciliatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Michelia champaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Metroxylon sagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mespilus germanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Merxmuellera drakensbergensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Mesua ferrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Merxmuellera disticha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Menyanthes trifoliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Michelia doltsopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Mentha piperita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Mentha rotundifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Mentha spicata var. crispa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mentha longifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Mentha pulegium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Melocalamus compactiflorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melissa officinalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melocanna baccifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Mentha arvensis var. piperascens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Melinis minutiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Melica decumbens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melilotus suaveolens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melilotus indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melicoccus bijugatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melilotus officinalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Melia compostia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melilotus albus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melia azedarach var. australasica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Melia azedarach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melaleuca symphyocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melia volkensii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melaleuca quinquenervia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Melaleuca nervosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melaleuca viridiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melaleuca lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melaleuca dealbata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Melaleuca cajuputi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Medicago varia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Melaleuca bracteata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago turbinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago truncatula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Medicago tornata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Melaleuca leucadendron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Melaleuca arcana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Medicago scutellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Medicago sativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago polymorpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago orbicularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago minima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago rugosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago littoralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago lupulina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago laciniata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago rigidula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago intertexta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Medicago falcata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Marsilea quadrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Marrubium vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Mauritia flexuosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Markhamia lutea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Maranta arundinacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Matricaria recutita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Manilkara zapota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Medicago arabica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Manilkara achras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Manihot esculenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Mangifera indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Mammea americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Malva rotundifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Malva alcea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Malus sylvestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Malva moschata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Malus domestica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Malva sylvestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Malpighia glabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Mallotus philippensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Majorana hortensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Macrotyloma uniflorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Macrotyloma axillare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Macroptilium lathyroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Macroptilium longepedunculatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Macrotyloma daltonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Macroptilium gracile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Maesopsis eminii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Macroptilium erythroloma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Macroptilium atropurpureum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Macadamia tetraphylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Macaranga tanarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lythrum salicaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lycopodium clavatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Lycopersicon esculentum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Lycium chinense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lycium barbarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Lupinus pilosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,shallow (20-50 cm),,,,,,,,,,,,,,,,,Lupinus mutabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Macadamia integrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Lupinus luteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lupinus atlanticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deep (>>150 cm),,,,,,,,,,,,,,,,,Lupinus angustifolius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Lupinus albus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medium (50-150 cm),,,,,,,,,,,,,,,,,Lumnitzera racemosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
